DC ID,DC Name,Delivery Date,Weekday,Time Scope,DC Capacity,Orders Delivered,Items Delivered,Service Type,State
DC_022,South Urban Hub DC_022,2026-04-04,Saturday,Afternoon,378,211,687,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-04-04,Saturday,Evening,207,125,401,Urban Hub,South
DC_023,East Regional Center DC_023,2026-04-04,Saturday,Morning,1196,595,1789,Regional Center,East
DC_023,East Regional Center DC_023,2026-04-04,Saturday,Afternoon,1120,681,2111,Regional Center,East
DC_023,East Regional Center DC_023,2026-04-04,Saturday,Evening,735,489,1540,Regional Center,East
DC_024,West Satellite Depot DC_024,2026-04-04,Saturday,Morning,340,225,669,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-04-04,Saturday,Afternoon,508,353,1045,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-04-04,Saturday,Evening,309,216,618,Satellite Depot,West
DC_001,North Urban Hub DC_001,2026-04-05,Sunday,Morning,505,324,1012,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-04-05,Sunday,Afternoon,768,446,1322,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-04-05,Sunday,Evening,479,254,816,Urban Hub,North
DC_002,South Regional Center DC_002,2026-04-05,Sunday,Morning,171,101,315,Regional Center,South
DC_002,South Regional Center DC_002,2026-04-05,Sunday,Afternoon,385,181,626,Regional Center,South
DC_002,South Regional Center DC_002,2026-04-05,Sunday,Evening,151,94,295,Regional Center,South
DC_003,East Satellite Depot DC_003,2026-04-05,Sunday,Morning,0,0,0,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-04-05,Sunday,Afternoon,0,0,0,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-04-05,Sunday,Evening,0,0,0,Satellite Depot,East
DC_004,West Urban Hub DC_004,2026-04-05,Sunday,Morning,748,392,1260,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-04-05,Sunday,Afternoon,1136,694,2118,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-04-05,Sunday,Evening,523,356,961,Urban Hub,West
DC_005,Central Regional Center DC_005,2026-04-05,Sunday,Morning,93,52,179,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-04-05,Sunday,Afternoon,200,103,355,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-04-05,Sunday,Evening,89,51,164,Regional Center,Central
DC_006,North Satellite Depot DC_006,2026-04-05,Sunday,Morning,0,0,0,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-04-05,Sunday,Afternoon,0,0,0,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-04-05,Sunday,Evening,0,0,0,Satellite Depot,North
DC_007,South Urban Hub DC_007,2026-04-05,Sunday,Morning,462,264,818,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-04-05,Sunday,Afternoon,698,455,1335,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-04-05,Sunday,Evening,354,238,766,Urban Hub,South
DC_008,East Regional Center DC_008,2026-04-05,Sunday,Morning,1473,189,639,Regional Center,East
DC_008,East Regional Center DC_008,2026-04-05,Sunday,Afternoon,2277,289,933,Regional Center,East
DC_008,East Regional Center DC_008,2026-04-05,Sunday,Evening,1090,163,451,Regional Center,East
DC_009,West Satellite Depot DC_009,2026-04-05,Sunday,Morning,0,0,0,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-04-05,Sunday,Afternoon,0,0,0,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-04-05,Sunday,Evening,0,0,0,Satellite Depot,West
DC_010,Central Urban Hub DC_010,2026-04-05,Sunday,Morning,93,93,291,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-04-05,Sunday,Afternoon,162,152,485,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-04-05,Sunday,Evening,70,73,226,Urban Hub,Central
DC_011,North Regional Center DC_011,2026-04-05,Sunday,Morning,623,374,1143,Regional Center,North
DC_011,North Regional Center DC_011,2026-04-05,Sunday,Afternoon,811,580,1785,Regional Center,North
DC_011,North Regional Center DC_011,2026-04-05,Sunday,Evening,664,346,994,Regional Center,North
DC_012,South Satellite Depot DC_012,2026-04-05,Sunday,Morning,0,0,0,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-04-05,Sunday,Afternoon,0,0,0,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-04-05,Sunday,Evening,0,0,0,Satellite Depot,South
DC_013,East Urban Hub DC_013,2026-04-05,Sunday,Morning,386,232,719,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-04-05,Sunday,Afternoon,839,471,1223,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-04-05,Sunday,Evening,304,175,571,Urban Hub,East
DC_014,West Regional Center DC_014,2026-04-05,Sunday,Morning,820,442,1483,Regional Center,West
DC_014,West Regional Center DC_014,2026-04-05,Sunday,Afternoon,1213,694,2320,Regional Center,West
DC_014,West Regional Center DC_014,2026-04-05,Sunday,Evening,685,372,1217,Regional Center,West
DC_015,Central Satellite Depot DC_015,2026-04-05,Sunday,Morning,0,0,0,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-04-05,Sunday,Afternoon,0,0,0,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-04-05,Sunday,Evening,0,0,0,Satellite Depot,Central
DC_016,North Urban Hub DC_016,2026-04-05,Sunday,Morning,233,157,428,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-04-05,Sunday,Afternoon,353,164,609,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-04-05,Sunday,Evening,233,140,420,Urban Hub,North
DC_017,South Regional Center DC_017,2026-04-05,Sunday,Morning,517,258,793,Regional Center,South
DC_017,South Regional Center DC_017,2026-04-05,Sunday,Afternoon,646,446,1205,Regional Center,South
DC_017,South Regional Center DC_017,2026-04-05,Sunday,Evening,358,214,683,Regional Center,South
DC_018,East Satellite Depot DC_018,2026-04-05,Sunday,Morning,0,0,0,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-04-05,Sunday,Afternoon,0,0,0,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-04-05,Sunday,Evening,0,0,0,Satellite Depot,East
DC_019,West Urban Hub DC_019,2026-04-05,Sunday,Morning,666,380,1213,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-04-05,Sunday,Afternoon,1158,616,2145,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-04-05,Sunday,Evening,670,373,1228,Urban Hub,West
DC_020,Central Regional Center DC_020,2026-04-05,Sunday,Morning,343,275,768,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-04-05,Sunday,Afternoon,430,326,923,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-04-05,Sunday,Evening,277,155,495,Regional Center,Central
DC_021,North Satellite Depot DC_021,2026-04-05,Sunday,Morning,0,0,0,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-04-05,Sunday,Afternoon,0,0,0,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-04-05,Sunday,Evening,0,0,0,Satellite Depot,North
DC_022,South Urban Hub DC_022,2026-04-05,Sunday,Morning,248,170,507,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-04-05,Sunday,Afternoon,418,300,731,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-04-05,Sunday,Evening,237,145,367,Urban Hub,South
DC_023,East Regional Center DC_023,2026-04-05,Sunday,Morning,649,445,1375,Regional Center,East
DC_023,East Regional Center DC_023,2026-04-05,Sunday,Afternoon,1288,763,2516,Regional Center,East
DC_023,East Regional Center DC_023,2026-04-05,Sunday,Evening,596,358,1176,Regional Center,East
DC_024,West Satellite Depot DC_024,2026-04-05,Sunday,Morning,0,0,0,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-04-05,Sunday,Afternoon,0,0,0,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-04-05,Sunday,Evening,0,0,0,Satellite Depot,West
DC_001,North Urban Hub DC_001,2026-04-06,Monday,Morning,435,290,843,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-04-06,Monday,Afternoon,635,387,1258,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-04-06,Monday,Evening,372,275,784,Urban Hub,North
DC_002,South Regional Center DC_002,2026-04-06,Monday,Morning,175,93,312,Regional Center,South
DC_002,South Regional Center DC_002,2026-04-06,Monday,Afternoon,230,157,415,Regional Center,South
DC_002,South Regional Center DC_002,2026-04-06,Monday,Evening,142,68,226,Regional Center,South
DC_003,East Satellite Depot DC_003,2026-04-06,Monday,Morning,259,233,741,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-04-06,Monday,Afternoon,321,284,935,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-04-06,Monday,Evening,152,185,551,Satellite Depot,East
DC_004,West Urban Hub DC_004,2026-04-06,Monday,Morning,568,326,1076,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-04-06,Monday,Afternoon,771,469,1442,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-04-06,Monday,Evening,388,238,775,Urban Hub,West
DC_005,Central Regional Center DC_005,2026-04-06,Monday,Morning,74,46,159,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-04-06,Monday,Afternoon,114,75,221,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-04-06,Monday,Evening,72,36,127,Regional Center,Central
DC_006,North Satellite Depot DC_006,2026-04-06,Monday,Morning,799,89,303,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-04-06,Monday,Afternoon,1170,111,365,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-04-06,Monday,Evening,622,89,247,Satellite Depot,North
DC_007,South Urban Hub DC_007,2026-04-06,Monday,Morning,332,225,745,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-04-06,Monday,Afternoon,631,378,1135,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-04-06,Monday,Evening,268,156,516,Urban Hub,South
DC_008,East Regional Center DC_008,2026-04-06,Monday,Morning,1511,195,548,Regional Center,East
DC_008,East Regional Center DC_008,2026-04-06,Monday,Afternoon,2228,337,868,Regional Center,East
DC_008,East Regional Center DC_008,2026-04-06,Monday,Evening,1319,181,548,Regional Center,East
DC_009,West Satellite Depot DC_009,2026-04-06,Monday,Morning,253,126,429,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-04-06,Monday,Afternoon,344,222,624,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-04-06,Monday,Evening,270,148,474,Satellite Depot,West
DC_010,Central Urban Hub DC_010,2026-04-06,Monday,Morning,67,80,245,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-04-06,Monday,Afternoon,136,106,361,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-04-06,Monday,Evening,62,59,182,Urban Hub,Central
DC_011,North Regional Center DC_011,2026-04-06,Monday,Morning,436,251,838,Regional Center,North
DC_011,North Regional Center DC_011,2026-04-06,Monday,Afternoon,925,479,1470,Regional Center,North
DC_011,North Regional Center DC_011,2026-04-06,Monday,Evening,550,299,846,Regional Center,North
DC_012,South Satellite Depot DC_012,2026-04-06,Monday,Morning,498,300,959,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-04-06,Monday,Afternoon,787,473,1545,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-04-06,Monday,Evening,494,313,909,Satellite Depot,South
DC_013,East Urban Hub DC_013,2026-04-06,Monday,Morning,298,197,584,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-04-06,Monday,Afternoon,338,244,777,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-04-06,Monday,Evening,217,144,443,Urban Hub,East
DC_014,West Regional Center DC_014,2026-04-06,Monday,Morning,557,397,1103,Regional Center,West
DC_014,West Regional Center DC_014,2026-04-06,Monday,Afternoon,779,540,1736,Regional Center,West
DC_014,West Regional Center DC_014,2026-04-06,Monday,Evening,509,303,910,Regional Center,West
DC_015,Central Satellite Depot DC_015,2026-04-06,Monday,Morning,1923,216,718,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-04-06,Monday,Afternoon,2255,315,947,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-04-06,Monday,Evening,1822,183,629,Satellite Depot,Central
DC_016,North Urban Hub DC_016,2026-04-06,Monday,Morning,210,159,432,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-04-06,Monday,Afternoon,322,233,628,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-04-06,Monday,Evening,168,101,327,Urban Hub,North
DC_017,South Regional Center DC_017,2026-04-06,Monday,Morning,361,201,697,Regional Center,South
DC_017,South Regional Center DC_017,2026-04-06,Monday,Afternoon,834,375,1132,Regional Center,South
DC_017,South Regional Center DC_017,2026-04-06,Monday,Evening,362,181,565,Regional Center,South
DC_018,East Satellite Depot DC_018,2026-04-06,Monday,Morning,241,127,405,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-04-06,Monday,Afternoon,291,148,512,Satellite Depot,East
DC_018,East Satellite Depot DC_018,2026-04-06,Monday,Evening,150,112,294,Satellite Depot,East
DC_019,West Urban Hub DC_019,2026-04-06,Monday,Morning,702,457,1397,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-04-06,Monday,Afternoon,1176,562,1907,Urban Hub,West
DC_019,West Urban Hub DC_019,2026-04-06,Monday,Evening,536,331,987,Urban Hub,West
DC_020,Central Regional Center DC_020,2026-04-06,Monday,Morning,249,158,499,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-04-06,Monday,Afternoon,440,256,826,Regional Center,Central
DC_020,Central Regional Center DC_020,2026-04-06,Monday,Evening,185,156,422,Regional Center,Central
DC_021,North Satellite Depot DC_021,2026-04-06,Monday,Morning,1528,232,670,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-04-06,Monday,Afternoon,2534,322,1076,Satellite Depot,North
DC_021,North Satellite Depot DC_021,2026-04-06,Monday,Evening,1341,167,509,Satellite Depot,North
DC_022,South Urban Hub DC_022,2026-04-06,Monday,Morning,213,145,455,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-04-06,Monday,Afternoon,302,184,613,Urban Hub,South
DC_022,South Urban Hub DC_022,2026-04-06,Monday,Evening,192,128,387,Urban Hub,South
DC_023,East Regional Center DC_023,2026-04-06,Monday,Morning,644,412,1108,Regional Center,East
DC_023,East Regional Center DC_023,2026-04-06,Monday,Afternoon,982,612,1830,Regional Center,East
DC_023,East Regional Center DC_023,2026-04-06,Monday,Evening,461,225,762,Regional Center,East
DC_024,West Satellite Depot DC_024,2026-04-06,Monday,Morning,238,168,463,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-04-06,Monday,Afternoon,442,258,818,Satellite Depot,West
DC_024,West Satellite Depot DC_024,2026-04-06,Monday,Evening,224,160,483,Satellite Depot,West
DC_001,North Urban Hub DC_001,2026-04-07,Tuesday,Morning,345,195,628,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-04-07,Tuesday,Afternoon,543,283,981,Urban Hub,North
DC_001,North Urban Hub DC_001,2026-04-07,Tuesday,Evening,237,174,544,Urban Hub,North
DC_002,South Regional Center DC_002,2026-04-07,Tuesday,Morning,163,95,316,Regional Center,South
DC_002,South Regional Center DC_002,2026-04-07,Tuesday,Afternoon,227,122,391,Regional Center,South
DC_002,South Regional Center DC_002,2026-04-07,Tuesday,Evening,132,90,249,Regional Center,South
DC_003,East Satellite Depot DC_003,2026-04-07,Tuesday,Morning,222,223,593,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-04-07,Tuesday,Afternoon,293,325,1007,Satellite Depot,East
DC_003,East Satellite Depot DC_003,2026-04-07,Tuesday,Evening,149,148,453,Satellite Depot,East
DC_004,West Urban Hub DC_004,2026-04-07,Tuesday,Morning,726,390,1172,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-04-07,Tuesday,Afternoon,872,528,1710,Urban Hub,West
DC_004,West Urban Hub DC_004,2026-04-07,Tuesday,Evening,435,256,844,Urban Hub,West
DC_005,Central Regional Center DC_005,2026-04-07,Tuesday,Morning,70,52,143,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-04-07,Tuesday,Afternoon,123,80,236,Regional Center,Central
DC_005,Central Regional Center DC_005,2026-04-07,Tuesday,Evening,72,45,127,Regional Center,Central
DC_006,North Satellite Depot DC_006,2026-04-07,Tuesday,Morning,651,71,225,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-04-07,Tuesday,Afternoon,763,113,316,Satellite Depot,North
DC_006,North Satellite Depot DC_006,2026-04-07,Tuesday,Evening,507,54,185,Satellite Depot,North
DC_007,South Urban Hub DC_007,2026-04-07,Tuesday,Morning,328,187,603,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-04-07,Tuesday,Afternoon,392,204,733,Urban Hub,South
DC_007,South Urban Hub DC_007,2026-04-07,Tuesday,Evening,262,153,495,Urban Hub,South
DC_008,East Regional Center DC_008,2026-04-07,Tuesday,Morning,1917,224,599,Regional Center,East
DC_008,East Regional Center DC_008,2026-04-07,Tuesday,Afternoon,2364,249,853,Regional Center,East
DC_008,East Regional Center DC_008,2026-04-07,Tuesday,Evening,1442,163,454,Regional Center,East
DC_009,West Satellite Depot DC_009,2026-04-07,Tuesday,Morning,229,138,420,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-04-07,Tuesday,Afternoon,376,230,780,Satellite Depot,West
DC_009,West Satellite Depot DC_009,2026-04-07,Tuesday,Evening,297,136,443,Satellite Depot,West
DC_010,Central Urban Hub DC_010,2026-04-07,Tuesday,Morning,77,73,246,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-04-07,Tuesday,Afternoon,86,111,318,Urban Hub,Central
DC_010,Central Urban Hub DC_010,2026-04-07,Tuesday,Evening,80,72,208,Urban Hub,Central
DC_011,North Regional Center DC_011,2026-04-07,Tuesday,Morning,590,327,1081,Regional Center,North
DC_011,North Regional Center DC_011,2026-04-07,Tuesday,Afternoon,793,428,1474,Regional Center,North
DC_011,North Regional Center DC_011,2026-04-07,Tuesday,Evening,507,272,788,Regional Center,North
DC_012,South Satellite Depot DC_012,2026-04-07,Tuesday,Morning,483,348,942,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-04-07,Tuesday,Afternoon,719,424,1276,Satellite Depot,South
DC_012,South Satellite Depot DC_012,2026-04-07,Tuesday,Evening,379,229,669,Satellite Depot,South
DC_013,East Urban Hub DC_013,2026-04-07,Tuesday,Morning,298,197,603,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-04-07,Tuesday,Afternoon,434,285,826,Urban Hub,East
DC_013,East Urban Hub DC_013,2026-04-07,Tuesday,Evening,252,146,430,Urban Hub,East
DC_014,West Regional Center DC_014,2026-04-07,Tuesday,Morning,538,313,1027,Regional Center,West
DC_014,West Regional Center DC_014,2026-04-07,Tuesday,Afternoon,788,487,1484,Regional Center,West
DC_014,West Regional Center DC_014,2026-04-07,Tuesday,Evening,517,354,970,Regional Center,West
DC_015,Central Satellite Depot DC_015,2026-04-07,Tuesday,Morning,1707,198,663,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-04-07,Tuesday,Afternoon,2274,268,911,Satellite Depot,Central
DC_015,Central Satellite Depot DC_015,2026-04-07,Tuesday,Evening,1488,208,607,Satellite Depot,Central
DC_016,North Urban Hub DC_016,2026-04-07,Tuesday,Morning,193,122,306,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-04-07,Tuesday,Afternoon,294,167,499,Urban Hub,North
DC_016,North Urban Hub DC_016,2026-04-07,Tuesday,Evening,141,75,229,Urban Hub,North
